Title,Active Learning,Critical Thinking,Deductive Reasoning,Oral Expression,AI Enhancement Score,Cluster,PCA1,PCA2
"Dispatchers, Except Police, Fire, and Ambulance",2.94,3.435,3.685,4.0,3.42125,0,0.01888140105543353,0.2512840572722931
Document Management Specialists,3.25,3.75,3.62,4.0,3.6115000000000004,0,0.5008099810924609,0.1171018772933442
"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",2.62,3.0,2.88,3.875,2.9932499999999997,3,-1.4726150044474395,0.9987401180788363
Dredge Operators,2.31,2.875,2.685,2.88,2.6682499999999996,1,-2.8668614058230606,-0.2183282245351665
"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.435,3.0,3.0,2.94,2.8215,1,-2.3165297771809126,-0.4708299885412568
Driver/Sales Workers,2.435,3.25,3.0,3.75,3.0305,3,-1.3816709723297769,0.5970798260414567
Drywall and Ceiling Tile Installers,2.06,2.81,2.94,3.125,2.65825,1,-2.6839040132775906,-0.017317611040439773
"Earth Drillers, Except Oil and Gas",2.5,3.125,3.185,3.0,2.9307499999999997,1,-1.9298396965894433,-0.6087017926125347
"Economics Teachers, Postsecondary",3.935,4.0,4.0,4.5600000000000005,4.0645,2,2.097529521340179,0.43913837512684517
Economists,3.935,4.4350000000000005,4.25,4.4399999999999995,4.24875,2,2.6290168609828735,-0.17621525795806575
Editors,3.5,3.94,3.625,4.0600000000000005,3.7630000000000003,0,0.932288609920019,0.08251391697183126
"Education Administrators, Kindergarten through Secondary",4.0600000000000005,4.5600000000000005,4.6899999999999995,4.9399999999999995,4.492999999999999,2,3.6711084758982553,0.11656948183892056
"Education Administrators, Postsecondary",3.94,4.1850000000000005,3.94,4.5,4.10975,2,2.1705167205979,0.30425493149354776
"Education Teachers, Postsecondary",4.125,3.875,4.0649999999999995,4.75,4.11925,2,2.3505880585691354,0.7151490982653484
"Education and Childcare Administrators, Preschool and Daycare",3.69,4.0,4.0600000000000005,4.1899999999999995,3.9475,2,1.6402279151964374,-0.13915429357933098
"Educational, Guidance, and Career Counselors and Advisors",3.875,3.94,4.0,4.3149999999999995,3.9887499999999996,2,1.782507525300788,0.11281630629586076
"Electric Motor, Power Tool, and Related Repairers",3.0,3.565,3.25,3.06,3.25675,3,-1.0126496744422084,-0.8443544638806109
Electrical Engineers,3.88,4.0600000000000005,4.125,4.3100000000000005,4.0565,2,2.0075634793587347,-0.06309602578388378
Electrical Power-Line Installers and Repairers,3.0,3.06,3.5,3.125,3.13975,3,-1.209061991601938,-0.6962043732584898
Electrical and Electronic Engineering Technologists and Technicians,3.185,3.75,3.815,3.75,3.5934999999999997,0,0.40916737679689913,-0.41218677211951077
Electrical and Electronic Equipment Assemblers,2.685,3.0,3.0,3.12,2.9234999999999998,1,-1.9653980971904645,-0.22467452973694158
Electrical and Electronics Drafters,3.185,3.56,3.5,3.81,3.4730000000000003,0,-0.001086337545807279,0.041642198453168966
"Electrical and Electronics Installers and Repairers, Transportation Equipment",2.315,3.31,3.06,3.125,2.93375,1,-1.904402849367378,-0.39974079774123156
"Electrical and Electronics Repairers, Commercial and Industrial Equipment",3.0,3.75,3.815,3.5,3.5004999999999997,0,0.04856184356052662,-0.7671174732392487
"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",2.94,3.565,3.06,3.75,3.30425,3,-0.634834280055161,0.3416323769514625
Electricians,3.25,3.565,3.94,3.63,3.55525,0,0.29404180460039897,-0.6040995150366165
Electro-Mechanical and Mechatronics Technologists and Technicians,3.185,3.685,3.815,3.5,3.53325,0,0.13211211195588152,-0.7481255248289878
Electromechanical Equipment Assemblers,2.25,2.94,3.06,2.94,2.7569999999999997,1,-2.4642655462823027,-0.4753618975975282
"Electronic Equipment Installers and Repairers, Motor Vehicles",2.565,3.31,3.37,3.19,3.0805,3,-1.3743439908371053,-0.5855385340549601
"Electronics Engineers, Except Computer",3.56,4.0600000000000005,4.125,4.125,3.93275,2,1.597283347532367,-0.3110173500667099
"Elementary School Teachers, Except Special Education",3.815,3.94,3.88,4.3100000000000005,3.946,2,1.6235246081746888,0.21160359067445286
Elevator and Escalator Installers and Repairers,3.06,3.435,3.435,3.25,3.2947499999999996,3,-0.7584798794287181,-0.6566393057417087
"Eligibility Interviewers, Government Programs",3.185,3.56,3.685,4.1850000000000005,3.56625,0,0.4884295168817437,0.4400991201846745
Embalmers,3.0,3.12,3.185,3.63,3.1734999999999998,3,-0.9993571824792618,0.2856104693827008
Emergency Management Directors,4.0,4.1899999999999995,4.1850000000000005,4.3100000000000005,4.15,2,2.2781401884821957,-0.19117113598277294
Emergency Medicine Physicians,4.1899999999999995,4.5649999999999995,4.63,4.87,4.5112499999999995,2,3.6634393837833024,0.050639246376345794
Endoscopy Technicians,3.185,3.25,3.185,3.815,3.30225,3,-0.5720895003360607,0.47664599778297
Energy Auditors,3.185,3.815,3.815,4.0,3.65375,0,0.6862226416379168,-0.07624801941003384
"Energy Engineers, Except Wind and Solar",3.815,4.0600000000000005,4.0600000000000005,4.0,3.9775000000000005,2,1.6308757766041506,-0.4615314095779727
Engine and Other Machine Assemblers,2.315,3.0,3.0,2.94,2.7855,1,-2.4105322046400834,-0.4611779549776649
"Engineering Teachers, Postsecondary",3.87,4.0,4.0649999999999995,4.88,4.106,2,2.381008665983466,0.8628225653960347
"English Language and Literature Teachers, Postsecondary",3.94,3.875,3.88,4.8100000000000005,4.035749999999999,2,2.091443911314092,0.975043394927061
"Entertainment and Recreation Managers, Except Gambling",3.5,3.75,3.625,4.0600000000000005,3.6965,0,0.7528989681538945,0.18152486614031957
Environmental Compliance Inspectors,3.935,4.125,4.375,4.4399999999999995,4.16525,2,2.448482665717737,-0.12025179230600354
Environmental Economists,3.94,4.125,3.94,4.4399999999999995,4.079750000000001,2,2.0621029302233396,0.24676692633317227
Environmental Engineering Technologists and Technicians,3.815,3.94,3.94,3.94,3.9025,0,1.3581446247600881,-0.3863953132240559
Environmental Engineers,3.935,4.0,4.0600000000000005,4.1899999999999995,4.021,2,1.8321495379255783,-0.1588605287716646
Environmental Restoration Planners,3.75,4.0600000000000005,4.0649999999999995,4.25,3.9965,2,1.8001290860052401,-0.09071553378355884
"Environmental Science Teachers, Postsecondary",4.0649999999999995,4.125,4.0600000000000005,4.75,4.18775,2,2.5351396804587414,0.5939207789345725
"Environmental Science and Protection Technicians, Including Health",3.12,3.75,3.94,4.0600000000000005,3.6455,0,0.7378531169266043,-0.05397376162523114
"Environmental Scientists and Specialists, Including Health",3.875,4.0649999999999995,4.12,4.4399999999999995,4.075249999999999,2,2.116037589492899,0.1312254977259089
Epidemiologists,4.375,4.4350000000000005,4.5600000000000005,4.6850000000000005,4.4795,2,3.4632061857740095,-0.1110315186856823
Equal Opportunity Representatives and Officers,3.875,4.25,4.1899999999999995,4.4350000000000005,4.15325,2,2.3491990825930147,-0.03170131869859242
Etchers and Engravers,2.315,3.06,3.0,3.315,2.86275,1,-2.030355157727134,0.06227180879085739
"Excavating and Loading Machine and Dragline Operators, Surface Mining",2.94,3.0,3.0,3.37,3.0375,3,-1.5499578146029092,0.12462581847070119
Executive Secretaries and Executive Administrative Assistants,3.12,3.5,3.12,4.0,3.385,3,-0.2856816547778986,0.6801586699634486
Exercise Physiologists,3.565,4.0,4.0,4.4350000000000005,3.9347499999999997,2,1.6998461412226595,0.2839933521827826
Exercise Trainers and Group Fitness Instructors,3.0,3.0,3.0,3.94,3.141,3,-1.0111945176133805,0.9629686982179333
"Explosives Workers, Ordnance Handling Experts, and Blasters",3.12,3.56,3.815,3.625,3.4887499999999996,0,0.07101719137198166,-0.49285309786921466
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",2.435,2.935,3.0,2.815,2.7800000000000002,1,-2.4857424799035215,-0.6218632814855961
"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",2.685,2.94,3.12,3.06,2.9175,1,-1.966143886653246,-0.3835200208847168
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",2.37,2.875,3.0,3.0,2.7672499999999998,1,-2.4337028300663848,-0.3117084006593553
Fabric and Apparel Patternmakers,3.06,3.565,3.62,3.685,3.4425000000000003,0,-0.0944593139759304,-0.23717209696453492
Facilities Managers,3.12,3.75,3.75,3.815,3.57075,0,0.3560073603975407,-0.2559057766181852
Fallers,2.19,3.125,2.94,2.815,2.761,1,-2.552108461322427,-0.6504892524680508
Family Medicine Physicians,4.0,4.4399999999999995,4.25,4.9399999999999995,4.345,2,3.116025871043368,0.5555728449616325
"Family and Consumer Sciences Teachers, Postsecondary",3.87,3.875,3.81,4.5,3.9542499999999996,2,1.7063532740440517,0.5812334077809304
Farm Equipment Mechanics and Service Technicians,3.06,3.56,3.5,3.315,3.36125,3,-0.526062078804675,-0.6805292205880352
Farm Labor Contractors,2.38,3.125,2.88,3.44,2.89975,1,-1.9178924743759194,0.3094344028756511
Farm and Home Management Educators,4.125,3.815,4.125,4.6899999999999995,4.10125,2,2.2960082686504646,0.6069823501112722
"Farmers, Ranchers, and Other Agricultural Managers",3.5,3.94,4.0,4.0,3.829,0,1.2169866829524896,-0.32298284742606087
"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2.56,2.685,2.94,3.185,2.7735,1,-2.3584823035428,0.09635898547954977
"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.63,3.19,3.25,3.06,3.0145,3,-1.6565489959270914,-0.6191776800164666
Fashion Designers,3.5,3.94,3.685,3.94,3.7570000000000006,0,0.8825937507422354,-0.14567406739640187
Fast Food and Counter Workers,1.75,2.5,2.125,3.0,2.275,1,-4.058519715406257,0.6726417884537312
Fence Erectors,2.065,2.94,2.81,3.0,2.6605,1,-2.781729860697893,-0.16056562935930757
Fiberglass Laminators and Fabricators,2.815,2.88,2.94,3.0,2.8905000000000003,1,-2.134223715314705,-0.2994281667578829
File Clerks,2.69,3.0,3.06,3.565,3.0037499999999997,3,-1.5237278077822425,0.3825079959680991
Film and Video Editors,3.25,3.5,3.44,3.875,3.4692499999999997,0,-0.0045735847174634406,0.21451021120468608
Financial Examiners,3.87,4.3100000000000005,4.37,4.5,4.218500000000001,2,2.6195118090091802,-0.11845115606356385
Financial Managers,3.75,4.125,4.3100000000000005,4.37,4.08625,2,2.184850254771327,-0.15401665978743437
Financial Quantitative Analysts,3.815,4.4350000000000005,4.3149999999999995,3.935,4.1499999999999995,2,2.1576506497258787,-0.9684832534221378
"Fine Artists, Including Painters, Sculptors, and Illustrators",3.315,3.25,3.0,3.19,3.2104999999999997,3,-1.17545451591966,-0.3020782131727017
Fire Inspectors and Investigators,3.12,3.625,3.94,3.94,3.58375,0,0.5163047561310075,-0.16634422065207455
Fire-Prevention and Protection Engineers,4.0,4.25,4.37,4.125,4.18025,2,2.341170725176999,-0.6523572895259772
Firefighters,3.44,3.815,3.815,3.875,3.7114999999999996,0,0.7781352378702464,-0.28166405049780446
First-Line Supervisors of Construction Trades and Extraction Workers,3.06,3.5,3.5,3.875,3.42425,0,-0.0995767610719283,0.17911385468667324
First-Line Supervisors of Correctional Officers,3.25,4.0,4.0,4.0,3.775,0,1.0777976529702737,-0.3341410596954687
"First-Line Supervisors of Farming, Fishing, and Forestry Workers",3.19,3.75,3.44,3.685,3.51025,0,0.020543509456818307,-0.1919976355519067
First-Line Supervisors of Firefighting and Prevention Workers,3.185,3.815,3.75,4.125,3.6595,0,0.7357450365957788,0.16355941193161236
First-Line Supervisors of Food Preparation and Serving Workers,3.06,3.435,3.375,4.0,3.3952500000000003,3,-0.1652585071741559,0.5034721958428181
First-Line Supervisors of Gambling Services Workers,3.0,3.75,3.5,3.94,3.5035,0,0.14553915982390683,0.14981314585096142
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",2.875,3.5,3.685,4.0,3.4245,0,0.02933356011924983,0.2226400752984401
First-Line Supervisors of Housekeeping and Janitorial Workers,2.88,3.185,3.06,3.815,3.163,3,-0.9845366450154233,0.6406311311481067
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",3.06,3.75,3.12,3.94,3.4455,3,-0.148408296000472,0.46595250136259897
First-Line Supervisors of Material-Moving Machine and Vehicle Operators,3.12,3.62,3.685,4.0,3.54,0,0.33455390396383794,0.14040060905232438
"First-Line Supervisors of Mechanics, Installers, and Repairers",3.5,3.815,3.88,4.0,3.76125,0,0.9912991808787871,-0.156486579090971
First-Line Supervisors of Non-Retail Sales Workers,3.56,3.75,3.815,4.0600000000000005,3.7525,0,0.9703745166604623,0.016216163211806817
First-Line Supervisors of Office and Administrative Support Workers,3.75,3.88,3.62,4.0,3.807,0,1.015227043380741,0.009140737136780493
First-Line Supervisors of Personal Service Workers,3.06,3.88,3.5,3.94,3.567,0,0.3152806547618933,0.0772427954275682
First-Line Supervisors of Police and Detectives,3.94,4.0,4.0,4.0,3.9819999999999998,2,1.6183116108605067,-0.38964025268612246
First-Line Supervisors of Production and Operating Workers,3.12,3.75,3.75,4.0,3.5985,0,0.5156143523327855,0.017754303834218787
First-Line Supervisors of Retail Sales Workers,3.19,3.69,3.37,3.94,3.5134999999999996,0,0.1210866417554442,0.27560131805518195
First-Line Supervisors of Security Workers,3.06,3.88,3.69,3.94,3.6049999999999995,0,0.4857549895388756,-0.08323989071914858
Fish and Game Wardens,3.25,3.94,3.75,4.0600000000000005,3.713,0,0.8486043869965152,-0.002958394340893884
Fishing and Hunting Workers,2.44,3.0,3.0,3.315,2.87925,1,-1.9890853230148882,0.08348422268900682
Fitness and Wellness Coordinators,3.44,3.685,4.0,4.0,3.7217499999999997,0,0.9292256868525789,-0.18527371465497797
Flight Attendants,3.06,3.37,3.62,4.0,3.4215000000000004,0,-0.006806479250142363,0.3304061621060081
"Floor Layers, Except Carpet, Wood, and Hard Tiles",2.625,2.88,3.0,3.13,2.865,1,-2.117070627066025,-0.14252284512015267
Floor Sanders and Finishers,2.435,2.565,2.685,3.0,2.6152499999999996,1,-2.95810171380099,0.11067099543289464
Floral Designers,2.94,3.315,3.12,3.94,3.25725,3,-0.6531185875031391,0.702287497496151
Food Batchmakers,2.435,3.0,2.88,3.06,2.8155,1,-2.3206689184590186,-0.1919632611793243
Food Cooking Machine Operators and Tenders,2.5,2.69,2.88,2.88,2.6995,1,-2.7177325892507147,-0.3019111278657982
Food Preparation Workers,1.94,2.375,2.37,2.63,2.2817499999999997,1,-4.127093855100103,-0.03176017713668309
Food Science Technicians,3.06,3.315,3.56,3.875,3.3714999999999997,3,-0.22041162233568687,0.22484050956755394
Food Scientists and Technologists,4.0600000000000005,4.25,4.1899999999999995,4.25,4.181,2,2.3345124996573254,-0.32024161756153463
"Food Servers, Nonrestaurant",2.06,2.63,2.5,3.06,2.4975,1,-3.304712897262188,0.3519755117494956
Food Service Managers,3.435,3.685,3.815,3.94,3.67425,0,0.7075563211526192,-0.11736670971318605
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",2.56,3.06,2.88,3.0,2.865,1,-2.2178647924481614,-0.3220386990222232
"Foreign Language and Literature Teachers, Postsecondary",3.94,3.815,3.5,4.5649999999999995,3.9019999999999997,2,1.4824744594503225,0.9648606816077142
Forensic Science Technicians,3.63,4.0600000000000005,4.0649999999999995,4.3100000000000005,3.9694999999999996,2,1.7578910883629055,0.007691120467299885
Forest Fire Inspectors and Prevention Specialists,3.125,3.94,3.62,4.0,3.6405000000000003,0,0.5822804275886158,0.02814512975359752
Forest and Conservation Technicians,3.0,3.565,3.685,3.815,3.457,0,0.029015904058175373,-0.09494637360350416
Forest and Conservation Workers,2.875,3.06,3.06,3.315,3.04275,3,-1.5378431624617805,-0.03344975749960519
Foresters,3.5,3.94,3.94,4.0,3.8170000000000006,0,1.1631526824966005,-0.27230410443236086
"Forestry and Conservation Science Teachers, Postsecondary",4.125,4.0649999999999995,3.935,4.875,4.1785,2,2.5211799281325757,0.9108475520150144
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",2.25,2.88,3.0,3.125,2.75175,1,-2.4151419153606706,-0.11975645862453316
Foundry Mold and Coremakers,2.25,2.69,2.5,2.63,2.5109999999999997,1,-3.4702047735814356,-0.3306482718451571
"Fraud Examiners, Investigators and Analysts",3.75,4.125,4.0,4.0600000000000005,3.9777499999999995,2,1.6392583650289132,-0.3507420278708581
Freight Forwarders,3.12,3.38,3.565,3.88,3.4139999999999997,0,-0.10324039881250728,0.18931531577275645
Fuel Cell Engineers,3.81,4.125,4.0600000000000005,4.375,4.055,2,2.011856835752778,0.05971497096179198
Fundraisers,3.375,3.94,3.935,4.1850000000000005,3.8062499999999995,0,1.2203543124572185,0.01563340623159377
Fundraising Managers,3.5,4.0,4.0,4.1850000000000005,3.87775,0,1.4332430354454584,-0.08058938250054731
Funeral Attendants,1.94,2.62,2.88,3.435,2.5902499999999997,1,-2.7436805289051227,0.6005896549028825
Funeral Home Managers,2.94,3.56,3.25,3.94,3.3689999999999998,3,-0.3051600309046747,0.4648115409416626
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",2.38,3.06,2.94,3.25,2.8604999999999996,1,-2.089349308944212,0.011571527859740187
Furniture Finishers,2.75,3.12,3.0,3.12,2.985,3,-1.801181394534633,-0.2924359456376693
Gambling Cage Workers,2.315,3.125,3.185,3.88,3.00725,3,-1.3155484682754024,0.707912862544573
Gambling Change Persons and Booth Cashiers,2.06,2.88,2.94,3.315,2.7112499999999997,1,-2.453892398206933,0.2272609696878635
Gambling Dealers,2.315,2.815,3.06,3.75,2.85425,1,-1.832547263376555,0.7827360791813087
Gambling Managers,3.56,4.0,3.75,4.0,3.818,0,1.0963289220069274,-0.14791405059433108
Gambling Surveillance Officers and Gambling Investigators,3.12,3.75,3.5,3.685,3.50125,0,0.019542760561524514,-0.2370460256335115
Gambling and Sports Book Writers and Runners,2.56,2.88,3.12,3.815,2.9722500000000003,3,-1.4693433672857519,0.7746297732523479
Gas Compressor and Gas Pumping Station Operators,2.63,3.31,3.185,3.06,3.0435,3,-1.6015704419721908,-0.6268089394937404
Gas Plant Operators,2.94,3.375,3.375,3.31,3.23475,3,-0.9112012380846659,-0.4762872929702594
Gem and Diamond Workers,2.56,3.06,3.12,3.25,2.9505,1,-1.7868436663877876,-0.15494275146674802
General Internal Medicine Physicians,3.94,4.375,4.5600000000000005,4.625,4.319,2,3.0140335958599542,-0.13353090217803668
General and Operations Managers,3.685,3.88,4.0,4.0600000000000005,3.8724999999999996,0,1.3570221612111577,-0.2178418296224405
Genetic Counselors,3.88,4.0,4.37,4.5,4.113,2,2.3346569817492053,0.04228868802840755
Geneticists,4.0600000000000005,4.1899999999999995,4.375,4.625,4.2532499999999995,2,2.7673789935271524,0.10948191969686122
Geodetic Surveyors,3.75,4.0,4.0,4.3100000000000005,3.9715000000000003,2,1.7369239881038063,0.08420767400710723
Geographers,3.87,4.0,4.0600000000000005,4.5,4.048,2,2.0486811104388476,0.30493319629282345
Geographic Information Systems Technologists and Technicians,3.06,3.685,3.815,3.875,3.5519999999999996,0,0.35772060304113734,-0.18335494390483276
"Geography Teachers, Postsecondary",4.0,3.94,3.815,4.5649999999999995,4.02675,2,1.9301236767352503,0.6288324817613032
"Geological Technicians, Except Hydrologic Technicians",2.935,3.375,3.315,3.63,3.2692500000000004,3,-0.6928750473282279,0.048151595087342854
"Geoscientists, Except Hydrologists and Geographers",3.5,4.125,4.1899999999999995,4.5,4.00675,2,1.9935001279227533,0.15975090761319297
Geothermal Production Managers,3.375,3.94,4.0,4.1850000000000005,3.8192499999999994,0,1.278674479617765,-0.03926856534491456
Geothermal Technicians,3.06,3.185,3.565,3.37,3.25125,3,-0.774349687797801,-0.4586564428248136
"Glass Blowers, Molders, Benders, and Finishers",2.88,3.0,2.88,2.875,2.9212499999999997,1,-2.1316835752331706,-0.5014162994300484
Glaziers,2.185,3.0,3.0,2.94,2.7464999999999997,1,-2.5123681677208523,-0.4507215852837736
Government Property Inspectors and Investigators,3.44,4.0600000000000005,4.125,4.0,3.8780000000000006,0,1.3954383579547873,-0.48627077626825577
"Graders and Sorters, Agricultural Products",1.81,2.375,2.25,2.75,2.23675,1,-4.233068959458977,0.25756291991914076
Graphic Designers,3.25,3.565,3.315,3.69,3.43925,3,-0.21496460366494335,0.01255867850169188
"Grinding and Polishing Workers, Hand",2.315,2.75,2.75,3.0,2.657,1,-2.819115112379967,-0.03098434045460237
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.435,2.94,3.0,2.94,2.8005,1,-2.373179137738636,-0.43956337301436577
"Hairdressers, Hairstylists, and Cosmetologists",3.125,3.44,3.06,3.565,3.2882499999999997,3,-0.7675403641527745,0.11823086043621053
Hazardous Materials Removal Workers,3.0,3.56,3.56,3.56,3.3920000000000003,3,-0.3078578703262906,-0.3639672456602691
Health Education Specialists,3.75,3.875,3.75,4.3149999999999995,3.8785,0,1.3989098541937464,0.36790410388581785
Health Informatics Specialists,4.25,4.0600000000000005,4.25,4.375,4.202249999999999,2,2.465636597275853,-0.10228633809729663
"Health Specialties Teachers, Postsecondary",4.0,4.0600000000000005,3.88,4.9350000000000005,4.13725,2,2.4209565488817346,1.058717440035822
"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",3.435,3.815,3.875,4.0,3.74075,0,0.9358950326337455,-0.14703516566121708
Healthcare Social Workers,3.875,4.0,4.0600000000000005,4.37,4.03,2,1.9404416136465015,0.1122293500719307
Hearing Aid Specialists,3.12,3.37,3.25,3.94,3.3564999999999996,3,-0.3435460314820427,0.5493444397647629
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",2.685,3.0,3.06,3.25,2.9549999999999996,3,-1.7994078321314306,-0.08305159457489848
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",3.06,3.56,3.75,3.435,3.4292499999999997,0,-0.19822488393813134,-0.7141814083539196
Heavy and Tractor-Trailer Truck Drivers,2.31,2.94,3.06,3.0,2.784,1,-2.3654999027358805,-0.3914332936920581
"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",2.25,2.69,2.625,2.815,2.5637499999999998,1,-3.1984436140297556,-0.16256890596296134
Helpers--Carpenters,2.5,2.875,2.94,3.0,2.79425,1,-2.3857008674415057,-0.27148602735954647
Helpers--Electricians,2.565,3.06,3.06,3.06,2.9115,1,-2.000681593452859,-0.38572247538120696
Helpers--Extraction Workers,2.75,3.0,3.0,2.875,2.9062499999999996,1,-2.125851537402161,-0.5923174157235573
"Helpers--Installation, Maintenance, and Repair Workers",2.56,2.935,2.87,2.94,2.81025,1,-2.3966210568362363,-0.3372080801961832
"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",2.19,2.5,2.5,2.75,2.4445,1,-3.5930667694434737,-0.049302064520340305
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",2.25,2.63,2.815,2.94,2.5995,1,-2.9767760776920884,-0.10687951681764918
Helpers--Production Workers,1.94,2.5,2.75,2.94,2.4479999999999995,1,-3.400676130330561,0.04070120843973569
Helpers--Roofers,2.37,2.565,2.69,2.75,2.55925,1,-3.2202186528735344,-0.2581349678332436
Highway Maintenance Workers,2.25,2.815,2.94,3.06,2.70725,1,-2.5864241887223325,-0.13135638788790596
Histology Technicians,2.94,3.56,3.375,3.25,3.2904999999999998,3,-0.7882968061818543,-0.6614473115321063
Historians,4.0,4.25,3.815,4.4399999999999995,4.1165,2,2.1149694774984136,0.282382841773895
"History Teachers, Postsecondary",3.94,3.88,3.88,4.875,4.04725,2,2.152242823662141,1.0685886827110243
Histotechnologists,3.185,3.44,3.315,3.75,3.385,3,-0.33213765655041555,0.17168026638359343
Hoist and Winch Operators,2.5,3.185,2.88,3.13,2.91025,1,-2.034690240412678,-0.1900497864323738
Home Appliance Repairers,2.565,3.5,3.06,3.435,3.12175,3,-1.2617252630076603,-0.06029460994966127
Home Health Aides,3.0,3.315,3.185,3.88,3.2792499999999998,3,-0.5995616364298433,0.5538048884505806
Hospitalists,4.5,4.4350000000000005,4.5600000000000005,4.6850000000000005,4.517,2,3.5611253810439796,-0.12108572031442379
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2.31,2.685,2.875,3.5,2.73275,1,-2.3408776047048967,0.6373311189216885
"Hotel, Motel, and Resort Desk Clerks",2.5,3.19,3.0,3.94,3.0575,3,-1.2234816569271352,0.9041745555644115
Human Factors Engineers and Ergonomists,4.0,4.1899999999999995,4.375,4.5,4.2165,2,2.612535217679158,-0.07059752328648075
"Human Resources Assistants, Except Payroll and Timekeeping",3.06,3.5,3.185,4.0,3.38,3,-0.27436270134693763,0.6300827151687363
Human Resources Managers,4.0600000000000005,4.125,4.125,4.5,4.1617500000000005,2,2.373857955571672,0.1696100558929385
Human Resources Specialists,3.315,3.94,3.94,4.0,3.7615000000000003,0,1.018232273497045,-0.2574238860218232
Hydroelectric Plant Technicians,3.0,3.5,3.62,3.315,3.3462500000000004,3,-0.5220446521802058,-0.7457940742667484
Hydroelectric Production Managers,3.62,3.875,3.88,4.25,3.8557500000000005,0,1.357636093132499,0.17240569134882153
Hydrologists,4.0,4.25,4.1899999999999995,4.4399999999999995,4.1915,2,2.4514319803477203,-0.034359301936729925
Industrial Ecologists,3.81,4.0649999999999995,4.4350000000000005,4.3149999999999995,4.1,2,2.2399055482275245,-0.31451517790920874
Industrial Engineering Technologists and Technicians,3.31,3.88,4.0,3.75,3.7135,0,0.7958150213475949,-0.6462447649537582
Industrial Engineers,3.565,4.0600000000000005,4.0600000000000005,4.1899999999999995,3.931,2,1.5989580804841919,-0.16036670747748064
Industrial Machinery Mechanics,3.12,3.56,3.185,3.06,3.278,3,-0.9816881941900608,-0.7964989745737869
Industrial Production Managers,3.81,4.0,4.125,4.0600000000000005,3.9770000000000003,2,1.6803942452130105,-0.39600997687517275
Industrial Truck and Tractor Operators,2.0,2.5,3.06,2.94,2.528,1,-3.0755325809122147,-0.22596498047617727
Industrial-Organizational Psychologists,4.0,4.3100000000000005,4.37,4.63,4.277,2,2.8335040366930935,0.06339415239828798
Information Security Analysts,3.565,4.0,4.0600000000000005,3.935,3.8717500000000005,0,1.3223098932049147,-0.5063072298714697
Information Security Engineers,3.435,4.0600000000000005,3.935,4.0600000000000005,3.8475,0,1.2728116851838431,-0.2366313013691225
Information Technology Project Managers,3.63,4.1850000000000005,3.94,4.0,3.9417500000000003,0,1.4963068678547407,-0.4104324875277242
"Inspectors, Testers, Sorters, Samplers, and Weighers",2.38,3.25,3.0,3.62,2.9945000000000004,3,-1.5369116828517084,0.4092019966023599
Instructional Coordinators,4.0,4.0,4.0,4.5,4.074999999999999,2,2.0966830730637267,0.3451555695926326
"Insulation Workers, Floor, Ceiling, and Wall",2.37,2.875,2.56,2.94,2.67025,1,-2.8802499298930746,-0.028818906059487774
"Insulation Workers, Mechanical",2.685,3.0,2.875,3.0,2.8804999999999996,1,-2.1810811244405723,-0.29660305654126545
"Insurance Appraisers, Auto Damage",2.94,3.565,3.5,4.0,3.4297500000000003,0,-0.024366485808490334,0.3397991811946044
Insurance Claims and Policy Processing Clerks,2.685,3.315,3.0,3.5,3.09075,3,-1.3401475654224537,0.17328833643289926
Insurance Sales Agents,3.19,3.815,3.435,4.0600000000000005,3.5882499999999995,0,0.4009551697115875,0.333069805505517
Insurance Underwriters,3.25,3.815,3.625,3.75,3.59775,0,0.35098116416450165,-0.29080443764053826
Intelligence Analysts,3.81,4.1899999999999995,4.3100000000000005,4.25,4.109,2,2.189692749471441,-0.370224084764561
Interior Designers,3.12,4.0,3.685,4.0,3.673,0,0.6933331874960872,-0.05762128928465226
Interpreters and Translators,3.06,3.75,3.12,4.5,3.5295,0,0.3347263822899983,1.2943289611104163
